Date, Close/Last, Volume, Open, High, Low
08/22/2016, 2182.64, 0, 2181.58, 2185.15, 2175.96
08/21/2019, 2924.43, 0, 2922.04, 2928.73, 2917.91
08/21/2018, 2862.96, 0, 2861.51, 2873.23, 2861.32
08/21/2017, 2428.37, 0, 2425.5, 2430.58, 2417.35
08/21/2015, 1970.89, 0, 2034.08, 2034.08, 1970.89
08/20/2019, 2900.51, 0, 2919.01, 2923.63, 2899.6
08/20/2018, 2857.05, 0, 2853.93, 2859.76, 2850.62
08/20/2015, 2035.73, 0, 2076.61, 2076.61, 2035.73
08/19/2019, 2923.65, 0, 2913.48, 2931, 2913.48
08/19/2016, 2183.87, 0, 2184.24, 2185, 2175.13
08/19/2015, 2079.61, 0, 2095.69, 2096.17, 2070.53
08/18/2017, 2425.55, 0, 2427.64, 2440.27, 2420.69
08/18/2016, 2187.02, 0, 2181.9, 2187.03, 2180.46
08/18/2015, 2096.92, 0, 2101.99, 2103.47, 2094.14
08/17/2018, 2850.13, 0, 2838.32, 2855.63, 2833.73
08/17/2017, 2430.01, 0, 2462.95, 2465.02, 2430.01
08/17/2016, 2182.22, 0, 2177.84, 2183.08, 2168.5
08/17/2015, 2102.44, 0, 2089.7, 2102.87, 2079.3
08/16/2019, 2888.68, 0, 2864.74, 2893.63, 2864.74
08/16/2018, 2840.69, 0, 2831.44, 2850.49, 2831.44
08/16/2017, 2468.11, 0, 2468.63, 2474.93, 2463.86
08/16/2016, 2178.15, 0, 2186.24, 2186.24, 2178.14
08/15/2019, 2847.6, 0, 2846.2, 2856.67, 2825.51
08/15/2018, 2818.37, 0, 2827.95, 2827.95, 2802.49
08/15/2017, 2464.61, 0, 2468.66, 2468.9, 2461.61
08/15/2016, 2190.15, 0, 2186.08, 2193.81, 2186.08
08/14/2019, 2840.6, 0, 2894.15, 2894.15, 2839.64
08/14/2018, 2839.96, 0, 2827.88, 2843.11, 2826.58
08/14/2017, 2465.84, 0, 2454.96, 2468.22, 2454.96
08/14/2015, 2091.54, 0, 2083.15, 2092.45, 2080.61
08/13/2019, 2926.32, 0, 2880.72, 2943.31, 2877.05
08/13/2018, 2821.93, 0, 2835.46, 2843.4, 2819.88
08/13/2015, 2083.39, 0, 2086.19, 2092.93, 2078.26
08/12/2019, 2883.09, 0, 2907.07, 2907.58, 2873.14
08/12/2016, 2184.05, 0, 2183.74, 2186.28, 2179.42
08/12/2015, 2086.05, 0, 2081.1, 2089.06, 2052.09
08/11/2017, 2441.32, 0, 2441.04, 2448.09, 2437.85
08/11/2016, 2185.79, 0, 2177.97, 2188.45, 2177.97
08/11/2015, 2084.07, 0, 2102.66, 2102.66, 2076.49
08/10/2018, 2833.28, 0, 2839.64, 2842.2, 2825.81
08/10/2017, 2438.21, 0, 2465.38, 2465.38, 2437.75
08/10/2016, 2175.49, 0, 2182.81, 2183.41, 2172
08/10/2015, 2104.18, 0, 2080.98, 2105.35, 2080.98
08/09/2019, 2918.65, 0, 2930.51, 2935.75, 2900.15
08/09/2018, 2853.58, 0, 2857.19, 2862.48, 2851.98
08/09/2017, 2474.02, 0, 2465.35, 2474.41, 2462.08
08/09/2016, 2181.74, 0, 2182.24, 2187.66, 2178.61
08/08/2019, 2938.09, 0, 2896.21, 2938.72, 2894.47
08/08/2018, 2857.7, 0, 2856.79, 2862.44, 2853.09
08/08/2017, 2474.92, 0, 2478.35, 2490.87, 2470.32
08/08/2016, 2180.89, 0, 2183.76, 2185.44, 2177.85
08/07/2019, 2883.98, 0, 2858.65, 2892.17, 2825.71
08/07/2018, 2858.45, 0, 2855.92, 2863.43, 2855.92
08/07/2017, 2480.91, 0, 2477.14, 2480.95, 2475.88
08/07/2015, 2077.57, 0, 2082.61, 2082.61, 2067.91
08/06/2019, 2881.77, 0, 2861.18, 2884.4, 2847.42
08/06/2018, 2850.4, 0, 2840.29, 2853.29, 2835.98
08/06/2015, 2083.56, 0, 2100.75, 2103.32, 2075.53
08/05/2019, 2844.74, 0, 2898.07, 2898.07, 2822.12
08/05/2016, 2182.87, 0, 2168.79, 2182.87, 2168.79
08/05/2015, 2099.84, 0, 2095.27, 2112.66, 2095.27
08/04/2017, 2476.83, 0, 2476.88, 2480, 2472.08
08/04/2016, 2164.25, 0, 2163.51, 2168.19, 2159.07
08/04/2015, 2093.32, 0, 2097.68, 2102.51, 2088.6
08/03/2018, 2840.35, 0, 2829.62, 2840.38, 2827.37
08/03/2017, 2472.16, 0, 2476.03, 2476.03, 2468.85
08/03/2016, 2163.79, 0, 2156.81, 2163.79, 2152.56
08/03/2015, 2098.04, 0, 2104.49, 2105.7, 2087.31
08/02/2019, 2932.05, 0, 2943.9, 2945.5, 2914.11
08/02/2018, 2827.22, 0, 2800.48, 2829.91, 2796.34
08/02/2017, 2477.57, 0, 2480.38, 2480.38, 2466.48
08/02/2016, 2157.03, 0, 2169.94, 2170.2, 2147.58
08/01/2019, 2953.56, 0, 2980.32, 3013.59, 2945.23
08/01/2018, 2813.36, 0, 2821.17, 2825.83, 2805.85
08/01/2017, 2476.35, 0, 2477.1, 2478.51, 2471.14
08/01/2016, 2170.84, 0, 2173.15, 2178.29, 2166.21
07/31/2019, 2980.38, 0, 3016.22, 3017.4, 2958.08
07/31/2018, 2816.29, 0, 2809.73, 2824.46, 2808.06
07/31/2017, 2470.3, 0, 2475.94, 2477.96, 2468.53
07/31/2015, 2103.84, 0, 2111.6, 2114.24, 2102.07
07/30/2019, 3013.18, 0, 3007.66, 3017.19, 3000.94
07/30/2018, 2802.6, 0, 2819, 2821.74, 2798.11
07/30/2015, 2108.63, 0, 2106.78, 2110.48, 2094.97
07/29/2019, 3020.97, 0, 3024.47, 3025.61, 3014.3
07/29/2016, 2173.6, 0, 2168.83, 2177.09, 2163.49
07/29/2015, 2108.57, 0, 2094.7, 2110.6, 2094.08
07/28/2017, 2472.1, 0, 2469.12, 2473.53, 2464.66
07/28/2016, 2170.06, 0, 2166.05, 2172.85, 2159.74
07/28/2015, 2093.25, 0, 2070.75, 2095.6, 2069.09
07/27/2018, 2818.82, 0, 2842.35, 2843.17, 2808.34
07/27/2017, 2475.42, 0, 2482.76, 2484.04, 2459.93
07/27/2016, 2166.58, 0, 2169.81, 2174.98, 2159.07
07/27/2015, 2067.64, 0, 2078.19, 2078.19, 2063.52
07/26/2019, 3025.86, 0, 3013.25, 3027.98, 3012.59
07/26/2018, 2837.44, 0, 2835.49, 2845.57, 2835.26
07/26/2017, 2477.83, 0, 2479.97, 2481.69, 2474.94
07/26/2016, 2169.18, 0, 2168.97, 2173.54, 2160.18
07/25/2019, 3003.67, 0, 3016.26, 3016.31, 2997.24
07/25/2018, 2846.07, 0, 2817.73, 2848.03, 2817.73
07/25/2017, 2477.13, 0, 2477.88, 2481.24, 2474.91
07/25/2016, 2168.48, 0, 2173.71, 2173.71, 2161.95
07/24/2019, 3019.56, 0, 2998.77, 3019.59, 2996.82
07/24/2018, 2820.4, 0, 2820.68, 2829.99, 2811.12
07/24/2017, 2469.91, 0, 2472.04, 2473.1, 2466.32
07/24/2015, 2079.65, 0, 2102.24, 2106.01, 2077.09
07/23/2019, 3005.47, 0, 2994.74, 3005.9, 2988.56
07/23/2018, 2806.98, 0, 2799.17, 2808.61, 2795.14
07/23/2015, 2102.15, 0, 2114.16, 2116.87, 2098.63
07/22/2019, 2985.03, 0, 2981.93, 2990.71, 2976.65
07/22/2016, 2175.03, 0, 2166.47, 2175.11, 2163.24
07/22/2015, 2114.15, 0, 2118.21, 2118.51, 2110
07/21/2017, 2472.54, 0, 2467.4, 2472.54, 2465.06
07/21/2016, 2165.17, 0, 2172.91, 2174.56, 2159.75
07/21/2015, 2119.21, 0, 2127.55, 2128.49, 2115.4
07/20/2018, 2801.83, 0, 2804.55, 2809.7, 2800.01
